MID,DISCIPLINE,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,COMMONNAME,LEGALNAME,ALTNAME,AKADBA,ADSTREET,ADCITY,ADSTATE,ADZIP,ADZIP5,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,PHONE,WEBURL,IRS_NAME15,TAXPER15,INCOMECD15,INCOME15,REVENUE15,IRS_STREET15,IRS_CITY15,IRS_STATE15,IRS_ZIP15,RULEDATE15,IPEDS,INSTNAME,INSTCITY,INSTST,LONGITUDE,LATITUDE,AAMREG,BEAREG,LOCALE4,FIPSST,FIPSCO,GSTREET,GCITY,GSTATE,GZIP,GZIP5,BMF15_F,IRS990_F,IMLSAD_F,PFND_F,FCT3P_F,USER_F,UNI_F,OTHER_F,SOURCE
8405100898,GMU,541998940, ,A50, ,712110,VIRGINIA MOTORSPORTS MUSEUM & HALL OF FAME,VIRGINIA MOTORSPORTS MUSEUM & HALL OF FAME INC, , ,PO BOX 555,STUART,VA,24171-0555,24171,212 JOHNSON ST,STUART,VA,24171-0555,24171,2766945554, ,VIRGINIA MOTORSPORTS MUSEUM & HALL OF FAME INC,201312,1,1033, ,PO BOX 555,STUART,VA,24171-0555,200008, , , , ,-80.2363,36.65493,3,5,4,51, ,212 JOHNSON ST,STUART,VA,24171-0555,24171,1,1,0,0,0,0,0,0, 
8405100900,GMU,542000959, ,A52, ,813219,FRYING PAN FARM PARK,FOUNDERS BENEFACTORS SUPERVISORS & FRIENDS OF FRYING PAN FR, ,FOUNDERS BENEFACTORS SUPERVISORS & FRIENDS OF FRYING PAN FRM,2709 W OX RD,HERNDON,VA,20171-3807,20171, , , , , ,7034379101,HTTP://FRYINGPANPARK.ORG/ABOUT/,FOUNDERS BENEFACTORS SUPERVISORS & FRIENDS OF FRYING PAN FR,201406,4,201434,136178,2709 WEST OX RD,HERNDON,VA,20171-3807,200101, , , , ,-77.40825,38.9381,3,5,2,51,059,2709 WEST OX RD,HERNDON,VA,20171-3807,20171,1,1,0,0,0,0,0,0, 
8405100914,GMU,542028850, ,B82, ,813410,AUGUSTA MILITARY ACADEMY MUSEUM,AUGUSTA MILITARY ACADEMY ALUMNI FOUNDATION INC,AUGUSTA MILITARY ACADEMY ALUMNI MUSEUM, ,1640 LEE HWY,FORT DEFIANCE,VA,24467,24467, , , , , ,5402483007,HTTP://WWW.AMAALUMNI.ORG/MUSEUM/,AUGUSTA MILITARY ACADEMY ALUMNI FOUNDATION INC,201312,4,139453,136185,1640 LEE HWY,FORT DEFIANC,VA,24437-2007,200211, , , , ,-78.97838,38.23645,3,5,4,51,015,1640 LEE HWY,FORT DEFIANC,VA,24437-2007,24437,1,0,1,0,0,0,0,0, 
8405100943,GMU,546001208, , ,858410678, ,CHESTERFIELD COUNTY MUSEUM,CHESTERFIELD COUNTY MUSEUM, ,CHESTERFIELD HISTORICAL SOCIETY OF VIRGINIA,10201 IRON BRIDGE RD,CHESTERFIELD,VA,23832,23832,10111 IRON BRIDGE ROAD,CHESTERFIELD,VA,23832,23832,8047967121,HTTP://WWW.CHESTERFIELDHISTORY.COM/, , , , , , , , , , , , , , ,-77.49876,37.37713,3,5,2,51,041,10111 IRON BRIDGE ROAD,CHESTERFIELD,VA,23832,23832,0,0,1,0,0,0,0,0, 
8405100946,GMU,546001411, , ,617565254, ,MANASSAS MUSEUM SYSTEM,MANASSAS MUSEUM SYSTEM, , ,9101 PRINCE WILLIAM STREET,MANASSAS,VA,20110,20110, , , , , ,7033681873,HTTP://WWW.MANASSASCITY.ORG/MUSEUM, , , , , , , , , , , , , , ,-77.47222,38.74948,3,5,2,51,683,9101 PRINCE WILLIAM STREET,MANASSAS,VA,20110,20110,0,0,1,0,0,0,0,0, 
8405100964,GMU,546052427, ,A54,040143885,514120,GEORGE C. MARSHALL MUSEUM,GEORGE C MARSHALL RESEARCH FOUNDATION,GEORGE C. MARSHALL MUSEUM, ,PO BOX 1600,LEXINGTON,VA,24450-1600,24450,VMI PARADE P O BOX 1600,LEXINGTON,VA,24450-1600,24450,5404637103,HTTP://MARSHALLFOUNDATION.ORG/,GEORGE C MARSHALL RESEARCH FOUNDATION,201312,6,1042601,1035394,PO BOX 1600,LEXINGTON,VA,24450-1600,195803, , , , ,-79.45456,37.77944,3,5,3,51,678,VMI PARADE P O BOX 1600,LEXINGTON,VA,24450-1600,24450,1,1,1,1,0,0,0,0, 
8405100969,GMU,546053601, ,A50, ,712110,ROANOKE RIVER MUSEUM PRESTWOULD FOUNDATION,ROANOKE RIVER MUSEUM PRESTWOULD FOUNDATION, , ,PO BOX 872,CLARKSVILLE,VA,23927-0872,23927, , , , , , , ,ROANOKE RIVER MUSEUM PRESTWOULD FOUNDATION,201312,3,56085,56085,PO BOX 872,CLARKSVILLE,VA,23927-0872,196312, , , , ,-78.53457,36.6178,3,5,4,51,117,PO BOX 872,CLARKSVILLE,VA,23927-0872,23927,1,1,0,0,0,0,0,0, 
8405100971,GMU,546053662, ,B70, ,514120,NATIONAL SPORTING LIBRARY,NATIONAL SPORTING LIBRARY INCORPORATED, ,NATIONAL SPORTING LIBRARY & MUSEUM: NSLM,102 THE PLAINS RD,MIDDLEBURG,VA,20117-2664,20117, , , , , ,5406876542,HTTP://NATIONALSPORTING.ORG/,NATIONAL SPORTING LIBRARY INCORPORATED,201312,6,1607696,946390,PO BOX 1335,MIDDLEBURG,VA,20118-1335,195608, , , , ,-77.73427,38.96752,3,5,4,51,107,PO BOX 1335,MIDDLEBURG,VA,20118-1335,20118,1,0,0,1,0,0,0,0, 
8405100995,GMU,550859132, ,A99,136929275,712110,RICHMOND COUNTY MUSEUM,RICHMOND COUNTY MUSEUM, , ,PO BOX 884,WARSAW,VA,22572-0884,22572,5874 RICHMOND ROAD,WARSAW,VA,22572-0884,22572,8043333607,HTTPS://WWW.FACEBOOK.COM/RICHMONDCOUNTYMUSEUM,RICHMOND COUNTY MUSEUM,201412,0,0,0,PO BOX 884,WARSAW,VA,22572-0884,201405, , , , ,-76.75823,37.9586,3,5,4,51,159,5874 RICHMOND ROAD,WARSAW,VA,22572-0884,22572,1,0,0,0,1,0,0,0, 
8405101004,GMU,593790589, ,A50, ,712110,NORTHERN NECK FARM MUSEUM AT COOPERS LANDING LUTHER WELCH,NORTHERN NECK FARM MUSEUM AT COOPERS LANDING LUTHER WELCH, , ,PO BOX 365,HEATHSVILLE,VA,22473-0365,22473, , , , , , , ,NORTHERN NECK FARM MUSEUM AT COOPERS LANDING LUTHER WELCH,201312,3,49319,41534,PO BOX 365,HEATHSVILLE,VA,22473-0365,200508, , , , ,-76.40058,37.89133,3,5,4,51,133,PO BOX 365,HEATHSVILLE,VA,22473-0365,22473,1,1,0,0,0,0,0,0, 
8405101011,GMU,631282532, ,Z99, ,710000,WOLF CREEK CHEROKEE TRIBE,WOLF CREEK CHEROKEE TRIBE INC, , ,PO BOX 186,STUART,VA,24171-0186,24171,103 STONEWALL CT,STUART,VA,24171-0186,24171,2766943362,HTTP://WOLFCREEKCHEROKEE.COM/,WOLF CREEK CHEROKEE TRIBE INC,201412,0,0,0,PO BOX 38624,HENRICO,VA,23231-1124,200202, , , , ,-80.2363,36.65493,3,5,4,51, ,103 STONEWALL CT,STUART,VA,24171-0186,24171,1,1,0,0,0,0,0,0, 
8405101018,GMU,710956461, ,A54,785253043, ,RALPH STANLEY MUSEUM,RALPH STANLEY MUSEUM,RALPH STANLEY MUSEUM,RALPH STANLEY MUSEUM & TRADITIONAL MOUNTAIN MUSIC CENTER,PO BOX 945,CLINTWOOD,VA,24228-0945,24228,249 CLINTWOOD MAIN ST,CLINTWOOD,VA,24228-0945,24228,2769268550,HTTP://WWW.RALPHSTANLEYMUSEUM.COM/, , , , , , , , , , , , , , ,-82.45171,37.16654,3,5,4,51, ,249 CLINTWOOD MAIN ST,CLINTWOOD,VA,24228-0945,24228,0,1,0,0,1,0,0,0, 
8405101021,GMU,742479536, ,A50, ,712110,HELEN MARIE TAYLOR MUSEUM THE LIFE,THE HELEN MARIE TAYLOR MUSEUM THE LIFE AND HISTORY OF WACO, , ,109 CAROLINE STREET,ORANGE,VA,22960,22960, , , , , ,5406721579, ,THE HELEN MARIE TAYLOR MUSEUM THE LIFE AND HISTORY OF WACO,200912,0,0,0,109 CAROLINE ST,ORANGE,VA,22960-1532,201411, , , , ,-78.11345,38.24424,3,5,3,51,137,109 CAROLINE ST,ORANGE,VA,22960-1532,22960,1,1,0,0,1,0,0,0, 
8405101026,GMU,743231734, ,A50, ,712110,GENEX SHOWCASE MINIATURE MUSEUM,GENEX SHOWCASE MINIATURE MUSEUM, , ,19916 CHRISTANNA HWY,LAWRENCEVILLE,VA,23868-2652,23868, , , , , ,4348482173, ,GENEX SHOWCASE MINIATURE MUSEUM,201412,0,0,0,19916 CHRISTANNA HWY,LAWRENCEVILL,VA,23868-2652,200803, , , , ,-77.88036,36.78369,3,5,4,51,025,19916 CHRISTANNA HWY,LAWRENCEVILL,VA,23868-2652,23868,1,1,0,0,0,0,0,0, 
8405101034,GMU,800064672, ,A50,027313391,712110,MORATTICO WATERFRONT MUSEUM,MORATTICO WATERFRONT MUSEUM, , ,PO BOX 80,MORATTICO,VA,22523-0080,22523, , , , , , , ,MORATTICO WATERFRONT MUSEUM,201312,3,58896,48307,PO BOX 44,MORATTICO,VA,22523-0044,200310, , , , ,-76.62911,37.78926,3,5,4,51,103,PO BOX 44,MORATTICO,VA,22523-0044,22523,1,1,0,0,0,0,0,0, 
8405101060,GMU, , , , , ,SIGMA NU FRATERNITY MUSEUM AND ARCHIVES,SIGMA NU FRATERNITY MUSEUM AND ARCHIVES, , ,PO BOX 1869,LEXINGTON,VA,24450,24450,9 N LEWIS STREET,LEXINGTON,VA,24450,24450,5404631869, , , , , , , , , , , , , , , ,-79.4359,37.78299,3,5,3,51,678,9 N LEWIS STREET,LEXINGTON,VA,24450,24450,0,0,0,0,0,1,0,0, 
8405101070,GMU, , , ,177116506, ,ADAM THOROUGHGOOD HOUSE,ADAM THOROUGHGOOD HOUSE,ADAM THOROUGHGOOD HOUSE, ,1636 PARISH RD,VIRGINIA BEACH,VA,23455,23455,1636 PARISH RD,VIRGINIA BEACH,VA,23455,23455, ,HTTP://WWW.MUSEUMSVB.ORG, , , , , , , , , , , , , , ,-76.113,36.89342,3,5,1,51,810,1636 PARISH RD,VIRGINIA BEACH,VA,23455,23455,0,0,0,0,0,1,0,0, 
8405101071,GMU, , , , , ,PRINCESS ANNE COUNTY TRAINING SCHOOL/UNION KEMPSVILLE HIGH SCHOOL MUSEUM,PRINCESS ANNE COUNTY TRAINING SCHOOL/UNION KEMPSVILLE HIGH SCHOOL MUSEUM, , ,5100 CLEVELAND STREET,VIRGINIA BEACH,VA,23464,23464,5100 CLEVELAND STREET,VIRGINIA BEACH,VA,23464,23464, ,HTTP://WWW.MUSEUMSVB.ORG, , , , , , , , , , , , , , ,-76.16293,36.84339,3,5,1,51,810,5100 CLEVELAND STREET,VIRGINIA BEACH,VA,23464,23464,0,0,0,0,0,1,0,0, 
8405300001,GMU,911741794, ,A50, ,712110,WORKING WATERFRONT MUSEUM,FOSS WATERWAY SEAPORT, , ,705 DOCK ST,TACOMA,WA,98402,98402, , , , , ,2532722750,HTTP://WWW.FOSSWATERWAYSEAPORT.ORG,FOSS WATERWAY SEAPORT,201312,6,1365306,1364384,705 DOCK ST,TACOMA,WA,98402-4625,199702, , , , ,-122.4379,47.25854,6,8,4,53,053,705 DOCK ST,TACOMA,WA,98402-4625,98402,1,0,0,0,1,0,0,0, 
8405300004,GMU, , , , , ,TWO RIVERS HERITAGE MUSEUM,TWO RIVERS HERITAGE MUSEUM, , ,1 16TH ST,WASHOUGAL,WA,98671,98671,1 DURGAN STREET,WASHOUGAL,WA,98671,98671,3608358742,HTTP://WWW.2RHM.COM/, , , , , , , , , , , , , , ,-122.30695,45.59983,6,8,4,53, ,1 DURGAN STREET,WASHOUGAL,WA,98671,98671,0,0,0,0,1,0,0,0, 
8405300006,GMU, , , , , ,WPCHS-MUSEUM,WPCHS-MUSEUM, , ,12990 US HIGHWAY 12,RANDLE,WA,98377,98377, , , , , ,3604944422, , , , , , , , , , , , , , , ,-121.67632,46.60102,6,8,4,53,041,12990 US HIGHWAY 12,RANDLE,WA,98377,98377,0,0,0,0,1,0,0,0, 
8405300010,GMU, , , , , ,WASHINGTON STATE CAPITAL MUSEUM,WASHINGTON STATE CAPITAL MUSEUM, , ,211 SW 21ST AVENUE,OLYMPIA,WA,98501,98501, , , , , ,3607532580,HTTP://WWW.WASHINGTONHISTORY.ORG/VISIT/SCM/, , , , , , , , , , , , , , ,-122.90274,47.0296,6,8,1,53,067,211 SW 21ST AVENUE,OLYMPIA,WA,98501,98501,0,0,1,0,0,0,0,0, 
8405300011,GMU, , , , , ,UPPER VALLEY MUSEUM AT LEAVENWORTH,UPPER VALLEY MUSEUM AT LEAVENWORTH, , ,347 DIVISION ST,LEAVENWORTH,WA,98826,98826, , , , , ,5095480728,HTTP://WWW.UPPERVALLEYMUSEUM.ORG, , , , , , , , , , , , , , ,-120.65743,47.59528,6,8,3,53,007,347 DIVISION ST,LEAVENWORTH,WA,98826,98826,0,0,0,0,1,0,0,0, 
8405300013,GMU,383649103, ,A50, ,712110,VINTAGE MOTORCYCLE MUSEUM,NORTHWEST VINTAGE CAR AND MOTORCYCLE MUSEUM INC, , ,545 N MARKET BLVD,CHEHALIS,WA,98532,98532, , , , , ,3607483472,HTTP://INFO@MOTOSOLVANG.COM,NORTHWEST VINTAGE CAR AND MOTORCYCLE MUSEUM INC,201305,3,70866,67473,PO BOX 15,SALEM,OR,97308-0015,200207, , , , ,-123.04013,44.93692,6,8,1,41,047,PO BOX 15,SALEM,OR,97308-0015,97308,1,0,0,0,1,0,0,0, 
8405300014,GMU,916174771, ,A50,020234779,712110,WHATCOM MUSEUM OF HISTORY AND ART,WHATCOM MUSEUM FOUNDATION, , ,121 PROSPECT STREET,BELLINGHAM,WA,98225,98225, , , , , ,3607788930,HTTP://WWW.WHATCOMMUSEUM.ORG/,WHATCOM MUSEUM FOUNDATION,201312,6,2455092,890299,121 PROSPECT ST,BELLINGHAM,WA,98225-4401,198212, , , , ,-122.48111,48.75207,6,8,1,53,073,121 PROSPECT ST,BELLINGHAM,WA,98225-4401,98225,1,0,1,0,0,0,0,0, 
8405300015,GMU, , , , , ,STEILACOOM TRIBAL CULTURAL CENTER AND MUSEUM,STEILACOOM TRIBAL CULTURAL CENTER AND MUSEUM, , ,1515 LAFAYETTE ST,STEILACOOM,WA,98388,98388, , , , , ,2535846308, , , , , , , , , , , , , , , ,-122.59962,47.1723,6,8,2,53,053,1515 LAFAYETTE ST,STEILACOOM,WA,98388,98388,0,0,0,0,1,0,0,0, 
8405300017,GMU,910979251, ,A82,180265217, ,SUMNER RYAN HOUSE MUSEUM,SUMNER HISTORICAL SOCIETY, , ,1228 MAIN ST,SUMNER,WA,98390,98390, , , , , ,2538632670,HTTP://SUMNERHISTORICALSOCIETY.COM/,SUMNER HISTORICAL SOCIETY,201412,0,0,0,1228 MAIN ST,SUMNER,WA,98390-1417,197810, , , , ,-122.23909,47.20322,6,8,2,53,053,1228 MAIN ST,SUMNER,WA,98390-1417,98390,1,0,0,0,1,0,0,0, 
8405300019,GMU,911648184, ,A58, ,712110,SHANAMAN SPORTS MUSEUM OF TACOMA,SHANAMAN SPORTS MUSEUM TACOMA-PIERCE COUNTY, , ,2727 E D ST,TACOMA,WA,98421,98421, , , , , ,2532728543,HTTP://WWW.TACOMASPORTSMUSEUM.COM,SHANAMAN SPORTS MUSEUM TACOMA-PIERCE COUNTY,201312,0,0,0,9908 63RD AVENUE CT E,PUYALLUP,WA,98373-1170,199501, , , , ,-122.34486,47.1648,6,8,2,53,053,9908 63RD AVENUE CT E,PUYALLUP,WA,98373-1170,98373,1,0,0,0,1,0,0,0, 
8405300020,GMU, , , , , ,SEATTLE PINBALL MUSEUM,SEATTLE PINBALL MUSEUM, , ,508 MAYNARD AVE S,SEATTLE,WA,98104,98104, , , , , ,2066230759,HTTP://WWW.SEATTLEPINBALLMUSEUM.COM/, , , , , , , , , , , , , , ,-122.32497,47.59824,6,8,1,53,033,508 MAYNARD AVE S,SEATTLE,WA,98104,98104,0,0,0,0,1,0,0,0, 
8405300021,GMU, , , ,884331034, ,SHAFER MUSEUM,SHAFER MUSEUM, , ,285 CASTLE RD,WINTHROP,WA,98862,98862, , , , , ,5099962712, , , , , , , , , , , , , , , ,-120.18309,48.47756,6,8,4,53,047,285 CASTLE RD,WINTHROP,WA,98862,98862,0,0,0,0,1,0,0,0, 
8405300022,GMU,237063761, ,A11, ,712110,SUNNYSIDE MUSEUM,SUNNYSIDE MUSEUM & HISTORICAL ASSOCIATION, , ,704 S 4TH ST,SUNNYSIDE,WA,98944,98944, , , , , ,5098376010,HTTP://WWW.CI.SUNNYSIDE.WA.US/INDEX.ASPX?NID=155,SUNNYSIDE MUSEUM & HISTORICAL ASSOCIATION,201312,0,0,0,PO BOX 782,SUNNYSIDE,WA,98944-0782,200210, , , , ,-120.03867,46.30926,6,8,4,53,077,PO BOX 782,SUNNYSIDE,WA,98944-0782,98944,1,0,0,0,1,0,0,0, 
8405300023,GMU, , , , , ,TENINO DEPOT MUSEUM,TENINO DEPOT MUSEUM, , ,399 PARK AVE W,TENINO,WA,98589,98589, , , , , ,3602644321, , , , , , , , , , , , , , , ,-122.8523,46.85479,6,8,4,53,067,399 PARK AVE W,TENINO,WA,98589,98589,0,0,0,0,1,0,0,0, 
8405300025,GMU, , , , , ,SKAGITS EDUCATION MUSEUM,SKAGITS EDUCATION MUSEUM, , ,21416 CALHOUN RD,MONROE,WA,98272,98272, , , , , ,3607948014, , , , , , , , , , , , , , , ,-121.94403,47.86135,6,8,2,53,061,21416 CALHOUN RD,MONROE,WA,98272,98272,0,0,0,0,1,0,0,0, 
8405300027,GMU, , , , , ,SKOKOMISH TRIBAL CENTER MUSEUM,SKOKOMISH TRIBAL CENTER MUSEUM, , ,NORTH 80 TRIBAL CENTER ROAD,SHELTON,WA,98584,98584,80 NORTH TRIBAL CENTER ROAD,SHELTON,WA,98584,98584,3604264232,HTTP://WWW.SKOKOMISH.ORG/CULTURAL-RESOURCES/, , , , , , , , , , , , , , ,-123.14926,47.32485,6,8,4,53,045,80 NORTH TRIBAL CENTER ROAD,SHELTON,WA,98584,98584,0,0,1,0,0,0,0,0, 
8405300032,GMU,911985912, ,B90,782957802,611710,OCEAN SHORES INTERPRETIVE CENTER,COASTAL INTERPRETIVE CENTER, , ,1013 CATALA AVE SE,OCEAN SHORES,WA,98569,98569, , , , , ,3602894617,HTTP://WWW.OCEANSHORESINTERPRETIVECENTER.COM,COASTAL INTERPRETIVE CENTER,201412,3,87059,65539,PO BOX 726,OCEAN SHORES,WA,98569-0726,199912, , , , ,-124.15595,46.97755,6,8,3,53,027,PO BOX 726,OCEAN SHORES,WA,98569-0726,98569,1,0,0,0,1,0,0,0, 
8405300036,GMU, , , , , ,ROSALIE WHYEL MUSEUM DOLL ART BASIL HEDRICK,ROSALIE WHYEL MUSEUM DOLL ART BASIL HEDRICK, , ,1116 108TH AVE NE,BELLEVUE,WA,98004,98004, , , , , ,4254551116,HTTP://WWW.DOLLART.COM, , , , , , , , , , , , , , ,-122.19622,47.62044,6,8,1,53,033,1116 108TH AVE NE,BELLEVUE,WA,98004,98004,0,0,0,0,1,0,0,0, 
8405300037,GMU, , , ,150392082, ,PAUL H. KARSHNER MEMORIAL MUSEUM,PAUL H. KARSHNER MEMORIAL MUSEUM, , ,309 FOURTH STREET NORTHEAST,PUYALLYUP,WA,98371,98371,309 FOURTH STREET NORTHEAST,PUYALLYUP,WA,98371,98371,2538418748, , , , , , , , , , , , , , , ,-122.28963,47.19391,6,8,2,53,053,309 FOURTH STREET NORTHEAST,PUYALLYUP,WA,98371,98371,0,0,1,0,0,0,0,0, 
8405300038,GMU,911352192, ,A80, , ,RIVER LIFE INTERPRETIVE CENTER AT REDMEN HALL,THE FRIENDS OF SKAMOKAWA FOUNDATION, ,THE FRIENDS OF SKAMOKAWA FOUNDATION,1394 WEST STATE ROUTE 4,SKAMOKAWA,WA,98647,98647,1394 WASHINGTON 4,SKAMOKAWA,WA,98647,98647,3607953007, ,THE FRIENDS OF SKAMOKAWA FOUNDATION,201206,0,0,0,PO BOX 67,SKAMOKAWA,WA,98647-0067,198702, , , , ,-123.44431,46.29672,6,8,4,53, ,1394 WASHINGTON 4,SKAMOKAWA,WA,98647,98647,1,0,1,0,0,0,0,0, 
8405300040,GMU,916071938, , , ,813219,PACIFIC COUNTY MUSEUM,PACIFIC COUNTY HISTORICAL SOCIETY AND MUSEUM FOUNDATION, , ,1008 ROBERT BUSH DR,SOUTH BEND,WA,98586,98586,1008 ROBERT BUSH DR W,SOUTH BEND,WA,98586,98586,3608755224,HTTP://PACIFICCOHISTORY.ORG/,PACIFIC COUNTY HISTORICAL SOCIETY AND MUSEUM FOUNDATION,201312,3,56947,56947,PO BOX P,SOUTH BEND,WA,98586-0039,196707, , , , ,-123.88734,46.6024,6,8,4,53, ,1008 ROBERT BUSH DR W,SOUTH BEND,WA,98586,98586,1,0,1,0,0,0,0,0, 
8405300042,GMU, , , , , ,PORT GAMBLE MUSEUM,PORT GAMBLE MUSEUM, , ,1 VIEW DR,PORT GAMBLE,WA,98364,98364,3 RAINIER AVENUE,PORT GAMBLE,WA,98364,98364,3602978074,HTTP://WWW.PORTGAMBLE.COM:80/VISITIN/MUSEUM, , , , , , , , , , , , , , ,-122.59439,47.83694,6,8,4,53, ,3 RAINIER AVENUE,PORT GAMBLE,WA,98364,98364,0,0,0,0,1,0,0,0, 
8405300043,GMU, , , , , ,ROSLYN MUSEUM,ROSLYN MUSEUM, , ,203 N PENNSYLVANIA AVE,CLE ELUM,WA,98922,98922, , , , , ,5096492355,HTTP://WWW.ROSLYNMUSEUM.COM, , , , , , , , , , , , , , ,-120.93829,47.19572,6,8,3,53,037,203 N PENNSYLVANIA AVE,CLE ELUM,WA,98922,98922,0,0,0,0,1,0,0,0, 
8405300045,GMU, , , , , ,NORWESCO TELEPHONE PIONEER MUSEUM,NORWESCO TELEPHONE PIONEER MUSEUM, , ,1508 3RD ST,MARYSVILLE,WA,98270,98270, , , , , ,3606530171, , , , , , , , , , , , , , , ,-122.17679,48.05083,6,8,2,53,061,1508 3RD ST,MARYSVILLE,WA,98270,98270,0,0,0,0,1,0,0,0, 
8405300046,GMU, , , , , ,PACIFIC RIM BONSAI COLLECTION,PACIFIC RIM BONSAI COLLECTION, , ,33663 WEYERHAEUSER WAY S,FEDERAL WAY,WA,98001,98001, , , , , ,2539245206,HTTP://WWW.WEYERHAEUSER.COM/COMPANY/BONSAI, , , , , , , , , , , , , , ,-122.2961,47.30137,6,8,2,53,033,33663 WEYERHAEUSER WAY S,FEDERAL WAY,WA,98001,98001,0,0,0,0,1,0,0,0, 
8405300050,GMU, , , , , ,MARSH'S FREE MUSEUM,MARSH'S FREE MUSEUM, , ,409 PACIFIC AVE S,LONG BEACH,WA,98631,98631, , , , , ,3606422188,HTTP://WWW.MARSHSFREEMUSEUM.COM, , , , , , , , , , , , , , ,-124.0546,46.34837,6,8,4,53,049,409 PACIFIC AVE S,LONG BEACH,WA,98631,98631,0,0,0,0,1,0,0,0, 
8405300051,GMU, , , , , ,MEMORIES R FOREVER AUTO MUSEUM,MEMORIES R FOREVER AUTO MUSEUM, , ,424 S BURRESS AVE,MOSES LAKE,WA,98837,98837, , , , , ,5097648046, , , , , , , , , , , , , , , ,-119.30413,47.1079,6,8,3,53,025,424 S BURRESS AVE,MOSES LAKE,WA,98837,98837,0,0,0,0,1,0,0,0, 
8405300053,GMU,911867848, ,A50, ,712110,MUSEUM HAROLD LEMAY,LEMAY-AMERICAS CAR MUSEUM, , ,917 PACIFIC AVE,TACOMA,WA,98402,98402,2702 EAST D STREET,TACOMA,WA,98402,98402,2537798490,HTTPS://WWW.AMERICASCARMUSEUM.ORG/,LEMAY-AMERICAS CAR MUSEUM,201312,7,7735689,7142421,2702 E D ST,TACOMA,WA,98421-1200,199803, , , , ,-122.4289,47.23767,6,8,1,53,053,2702 EAST D STREET,TACOMA,WA,98402,98402,1,0,0,0,1,0,0,0, 
8405300055,GMU, , , , , ,LUMMI INDIAN MUSEUM,LUMMI INDIAN MUSEUM, , ,2616 KWINA ROAD,BELLINGHAM,WA,98226,98226, , , , , ,3603842246,HTTP://WWW.LUMMI-NSN.ORG, , , , , , , , , , , , , , ,-122.62045,48.79379,6,8,4,53,073,2616 KWINA ROAD,BELLINGHAM,WA,98226,98226,0,0,1,0,0,0,0,0, 
8405300056,GMU, , , , , ,MICROSOFT MUSEUM,MICROSOFT MUSEUM, , ,4420 148TH AVE NE,REDMOND,WA,98052,98052,15010 NE 36TH STREET,REDMOND,WA,98052,98052,4257036214,HTTP://WWW.MICROSOFT.COM, , , , , , , , , , , , , , ,-122.13917,47.64107,6,8,2,53,033,15010 NE 36TH STREET,REDMOND,WA,98052,98052,0,0,0,0,1,0,0,0, 
8405300057,GMU, , , , , ,MUSEUM OF THE PALOUSE,MUSEUM OF THE PALOUSE, , ,ROOM 3 U S BANK BLDG,COLFAX,WA,99111,99111, , , , , , , , , , , , , , , , , , , , , ,-117.37753,46.8775,6,8,4,53, ,ROOM 3 U S BANK BLDG,COLFAX,WA,99111,99111,0,0,1,0,0,0,0,0, 
8405300060,GMU, , , , , ,MUSEUM OF NORTH BEACH,MUSEUM OF NORTH BEACH, ,MUSEUM OF THE NORTH BEACH,4658 STATE ROUTE 109,MOCLIPS,WA,98562,98562,4658 WASHINGTON 109,MOCLIPS,WA,98562,98562,3602764441,HTTP://WWW.MOCLIPS.ORG/, , , , , , , , , , , , , , ,-124.21279,47.23302,6,8,4,53, ,4658 WASHINGTON 109,MOCLIPS,WA,98562,98562,0,0,0,0,1,0,0,0, 
8405300061,GMU, , , , , ,MUSEUM OF ANTHROPOLOGY,MUSEUM OF ANTHROPOLOGY, , ,COLLEGE HALL,PULLMAN,WA,99164,99164,NE WASHINGTON ST,PULLMAN,WA,99164,99164,5093353441,HTTP://WWW.ARCHAEOLOGY.WSU.EDU/, , , , , , , , , , , , , , ,-117.16624,46.7244,6,8,3,53,075,NE WASHINGTON ST,PULLMAN,WA,99164,99164,0,0,1,0,0,0,0,0, 
8405300064,GMU, , , , , ,MARYMOOR - CYCLING TRACK,MARYMOOR - CYCLING TRACK, , ,6046 W LAKE SAMMAMISH PKWY NE,REDMOND,WA,98052,98052, , , , , ,4258853684, , , , , , , , , , , , , , , ,-122.13052,47.66221,6,8,2,53,033,6046 W LAKE SAMMAMISH PKWY NE,REDMOND,WA,98052,98052,0,0,0,0,1,0,0,0, 
8405300066,GMU, , , ,169440380, ,MUSEUM OF COMMUNICATIONS,MUSEUM OF COMMUNICATIONS, , ,7000 E MARGINAL WAY S,SEATTLE,WA,98108,98108, , , , , ,2067673012,HTTP://MUSEUMOFCOMMUNICATIONS.ORG/, , , , , , , , , , , , , , ,-122.32326,47.54035,6,8,1,53,033,7000 E MARGINAL WAY S,SEATTLE,WA,98108,98108,0,0,0,0,1,0,0,0, 
8405300067,GMU, , , , , ,MUSEUM OF FLIGHT RESTORATION,MUSEUM OF FLIGHT RESTORATION, , ,2909 100TH ST SW,EVERETT,WA,98204,98204,9404 EAST MARGINAL WAY S,SEATTLE,WA,98204,98204,2067645720,HTTP://WWW.MUSEUMOFFLIGHT.ORG, , , , , , , , , , , , , , ,-122.29778,47.51851,6,8,2,53,033,9404 EAST MARGINAL WAY S,SEATTLE,WA,98204,98204,0,0,0,0,1,0,0,0, 
